i0	p0	q0	v0	i1	p1	q1	v1
0.420498332524934	15.468124166084102	1.1584325562054785	21113.20386524593	0.4204983325249527	15.468124166086739	1.158432556209945	21113.203865245923
0.45636302645378984	16.647491423734678	1.2977122983238838	21108.99945890749	0.4563630264538101	16.64749142373731	1.2977122983283338	21108.999458907478
0.47362375152415287	17.36248756210057	1.1889497660370387	21103.47081503337	0.4736237515241714	17.362487562103205	1.1889497660414758	21103.470815033364
0.4845167383347685	17.55821802025489	1.2166810453554204	21102.82180522528	0.4845167383347879	17.558218020257524	1.216681045359855	21102.82180522527
0.5114055577829106	18.6334893774017	0.9867202796871823	21096.715614829187	0.5114055577829253	18.63348937740433	0.9867202796915984	21096.715614829176
0.5942124021814505	21.589137447955885	3.071165696112476	21080.909709149262	0.5942124021814847	21.589137447958514	3.0711656961168328	21080.909709149237
0.7284082737594694	26.198074230454253	3.2184787129700227	21059.21079564962	0.7284082737594995	26.198074230456875	3.21847871297428	21059.21079564959
0.9031466260386516	32.697907011095346	3.1516260609755697	21026.90481182068	0.9031466260386747	32.69790701109797	3.1516260609796563	21026.904811820656
1.0313091839077648	37.19428424696773	4.817945552473319	21003.592254984727	1.0313091839077988	37.19428424697034	4.817945552477262	21003.592254984687
0.9982895528102055	35.89925982411154	4.872290233304019	21009.12119216254	0.9982895528102391	35.89925982411415	4.872290233308004	21009.121192162496
0.8531378776500608	31.029683195009923	2.9506365359193274	21032.10326911397	0.8531378776500839	31.029683195012538	2.9506365359234605	21032.103269113948
0.857882226219019	30.925774285314226	3.0236353575088737	21034.365996628676	0.8578822262190441	30.925774285316837	3.02363535751301	21034.36599662865
0.9156303327489758	33.36609218773777	2.9193425689110644	21023.043074224748	0.9156303327489961	33.366092187740385	2.9193425689151318	21023.043074224723
0.9712983116201994	35.050792591218574	4.636596875224406	21014.229128457635	0.9712983116202313	35.05079259122118	4.636596875228418	21014.2291284576
0.9762812094883317	35.29105893723783	4.667243623233075	21011.736598301104	0.9762812094883653	35.29105893724044	4.667243623237076	21011.73659830106
1.0033209018211722	36.17810932674877	4.897201127768349	21008.079574194257	1.0033209018212073	36.178109326751375	4.897201127772323	21008.079574194213
1.2567202167248683	45.256062995036885	4.570708771550746	20955.098858000634	1.256720216724893	45.256062995039485	4.570708771554397	20955.098858000594
1.4629414731650239	52.91504185457559	4.654570421107479	20905.380720624307	1.4629414731650456	52.91504185457818	4.654570421110797	20905.38072062427
1.564315351689438	56.482893178310746	4.669702059710166	20883.213786052173	1.5643153516894572	56.482893178313326	4.669702059713309	20883.213786052136
1.4862036433582209	53.57416568120752	4.507761934486089	20902.45075334482	1.4862036433582415	53.574165681210104	4.507761934489375	20902.450753344783
1.367745421875906	49.401876293572684	4.700798259401962	20930.239089021135	1.3677454218759297	49.40187629357527	4.70079825940544	20930.239089021095
1.2396298354372768	44.97906665521539	4.671840918139184	20955.370095368613	1.2396298354373023	44.97906665521799	4.671840918142842	20955.37009536857
1.082334400223078	38.698782831287275	4.775970602776316	20997.588012622626	1.0823344002231088	38.69878283128988	4.775970602780211	20997.588012622586
0.784563286664148	28.4719249535594	2.94204072196755	21049.678798659203	0.784563286664176	28.471924953562024	2.942040721971753	21049.67879865918
0.40641898528681275	15.008966380572573	1.1865687046337148	21115.117272059786	0.40641898528683174	15.008966380575213	1.186568704638188	21115.117272059782
0.44099123188739536	16.079459965278787	1.28187145718623	21111.51134634612	0.4409912318874111	16.079459965281426	1.2818714571906877	21111.51134634611
0.4595450365578982	16.83782706060319	1.1021480737480251	21105.343505303696	0.4595450365579172	16.837827060605825	1.1021480737524696	21105.343505303685
0.4641045856337233	16.944719858703003	1.2857454632544745	21104.910493208063	0.4641045856337456	16.944719858705636	1.2857454632589187	21104.91049320805
0.49410588440130926	18.013175913897065	1.2117123251539255	21100.929058472622	0.4941058844013252	18.0131759138997	1.211712325158351	21100.929058472615
0.5821754225800416	20.97573337887053	3.3958342257401544	21084.926952971367	0.5821754225800801	20.97573337887316	3.3958342257445224	21084.92695297134
0.6906886282906357	25.19888039606885	2.915578098343312	21066.84464064246	0.6906886282906626	25.198880396071473	2.9155780983475936	21066.844640642434
0.8640851036826466	31.41848331571964	3.113852745775466	21030.82346472649	0.86408510368267	31.418483315722256	3.113852745779587	21030.823464726465
0.9982895528102055	35.93466040462224	4.877610694593875	21008.75745903873	0.9982895528102391	35.93466040462486	4.877610694597857	21008.757459038687
0.9592846557624333	34.71005562608424	4.630392041206323	21016.81002874528	0.9592846557624677	34.71005562608685	4.630392041210344	21016.810028745236
0.8297816566159136	30.16093180508212	3.0352702778714633	21039.89775229334	0.8297816566159395	30.16093180508474	3.0352702778756218	21039.897752293313
0.8188230525615714	29.67027923651287	3.0960048614659224	21043.54656061697	0.8188230525615969	29.67027923651549	3.0960048614700924	21043.546560616945
0.9017263174392217	32.57211713125018	3.0670955094025985	21027.377334394285	0.9017263174392479	32.572117131252796	3.067095509406691	21027.37733439426
0.9422082294568701	34.0680986914644	2.93312748695296	21020.911971494752	0.9422082294568929	34.06809869146701	2.9331274869570074	21020.911971494726
0.9375	34.201099126614615	2.709371755296842	21020.015317254845	0.937500000000021	34.20109912661722	2.7093717553008876	21020.01531725482
0.9753429885494128	35.03299983662222	4.74799201306651	21015.474250579355	0.975342988549449	35.03299983662483	4.747992013070523	21015.47425057931
1.211567376505533	43.744195978234245	4.820435570617104	20962.881706510063	1.2115673765055592	43.744195978236846	4.820435570620811	20962.881706510023
