i0	p0	q0	v0	i1	p1	q1	v1
1.2769832890696975	46.44187861525647	5.153340869819616	21113.20386523459	0	0	0	0
1.3661126106436445	49.671366637288344	5.511705167557824	21108.999458894836	0	0	0	0
1.427340957704798	51.88599980082772	5.75745599531262	21103.470815020068	0	0	0	0
1.4429950161569873	52.453193591197646	5.820395853416502	21102.82180521189	0	0	0	0
1.531909272851306	55.66734001208759	6.177061743536828	21096.715614814773	0	0	0	0
1.7852876800457924	64.81863607164405	7.192571917834234	21080.909709132382	0	0	0	0
2.148580059945806	77.92008645073646	8.64646760322838	21059.21079563005	0	0	0	0
2.691542149389552	97.43635402162175	10.812341797977085	21026.904811803666	0	0	0	0
3.0694969732304154	111.01200857362718	12.325436228988135	21003.592254964897	0	0	0	0
2.962126340024643	107.13925864728401	11.89339895691483	21009.121192142993	0	0	0	0
2.5718560910441206	93.12959919124927	10.334374032762423	21032.103269097253	0	0	0	0
2.5444490130266293	92.153538491602	10.226050920138434	21034.36599661197	0	0	0	0
2.7656320571805377	100.09819957409258	11.108222982450425	21023.043074207	0	0	0	0
2.902739536707229	105.01781263519683	11.656283586836071	21014.229128438667	0	0	0	0
2.9192200692201467	105.60063980685783	11.721656511363584	21011.73659828181	0	0	0	0
2.987220462744479	108.04251316282483	11.994165984652945	21008.079574174673	0	0	0	0
3.7451559305972513	135.10046138086287	15.008437674522447	20955.098857975026	0	0	0	0
4.401102143615802	158.3852233196487	17.60208043373952	20905.380720593315	0	0	0	0
4.710308058371055	169.33272400368358	18.82226361714807	20883.213786018645	0	0	0	0
4.454841722968229	160.29669245912396	17.814998436886935	20902.450753313766	0	0	0	0
4.09323438072451	147.48129941951748	16.387156276159253	20930.23908899249	0	0	0	0
3.7378818729631145	134.83981405796777	14.979415224467317	20955.370095343	0	0	0	0
3.194352376138299	115.49347338990921	12.82533108679025	20997.5880126024	0	0	0	0
2.345147270083784	84.99044162927696	9.431103486017467	21049.678798645153	0	0	0	0
1.2360262851594026	44.957335946182866	4.988607335823008	21115.11727204848	0	0	0	0
1.32233441955698	48.086408132114514	5.335827952885097	21111.511346334693	0	0	0	0
1.381558832223385	50.22626824507293	5.573280759531966	21105.343505290457	0	0	0	0
1.3967250774742903	50.776604604632354	5.6343498055046055	21104.910493194835	0	0	0	0
1.4829376094112316	53.900971871694765	5.981051942722448	21100.929058459096	0	0	0	0
1.7282001212986176	62.75670445332012	6.963759565824263	21084.926952954873	0	0	0	0
2.0802328696669354	75.47680435166167	8.375327221957894	21066.844640625084	0	0	0	0
2.6054636569180554	94.3387707721107	10.46856823167941	21030.82346470961	0	0	0	0
2.971524244564417	107.47692092730688	11.931085556055335	21008.757459019158	0	0	0	0
2.867934081852956	103.766126405807	11.516701140844143	21016.810028726635	0	0	0	0
2.490064032853333	90.20555794227339	10.009865479378293	21039.897752277273	0	0	0	0
2.463690787442792	89.26356325435529	9.905324136546854	21043.54656060252	0	0	0	0
2.6772386593521413	96.92079210109631	10.755123822270843	21027.377334377263	0	0	0	0
2.8102946450530366	101.70335908934143	11.286695226737466	21020.911971476926	0	0	0	0
2.8264723589954506	102.28526420161613	11.351394663788186	21020.015317236965	0	0	0	0
2.8921888819862933	104.6378815330303	11.613849410756444	21015.47425056065	0	0	0	0
3.6233583131231946	130.7554628233196	14.524738020040168	20962.881706485205	0	0	0	0
4.256410502944667	153.29127890755402	17.034475701462505	20920.801902727173	0	0	0	0
4.556054707772031	163.88664255311159	18.21515225758411	20895.842389534744	0	0	0	0
4.308437762725436	155.14124938668485	17.240637716518556	20917.608341592473	0	0	0	0
