i0	p0	q0	v0	i1	p1	q1	v1
3.8559530932122557	9.999890101793767	-0.00019256492958957594	1497.2794282444695	0.0	0.0	0.0	0.0
3.8562235568456886	9.999998643999758	-2.089945381433367e-6	1497.1906643628708	0.0	0.0	0.0	0.0
3.8563809124538273	9.999998464732787	-2.3635869108264986e-6	1497.1295462176424	0.0	0.0	0.0	0.0
3.856421040733909	9.999998416685965	-2.436813270399796e-6	1497.1139605316132	0.0	0.0	0.0	0.0
3.856650104786615	9.999998124111126	-2.881698417072087e-6	1497.0249963014953	0.0	0.0	0.0	0.0
3.857305623920513	9.999997098004002	-4.430219494899746e-6	1496.7704349460846	0.0	0.0	0.0	0.0
3.858254036296498	9.999995051988318	-7.475850732289402e-6	1496.402201834928	0.0	0.0	0.0	0.0
3.85969058205391	9.999990439779861	-0.00001420132392279072	1495.8445630753008	0.0	0.0	0.0	0.0
3.8606759651948623	9.999985989121749	-0.00002060568342314539	1495.462104250066	0.0	0.0	0.0	0.0
3.8603550257721753	9.999987503093475	-0.000018496790137884748	1495.5866593317924	0.0	0.0	0.0	0.0
3.8592834210532128	9.999991859699149	-0.000012251761930551551	1496.0025896505308	0.0	0.0	0.0	0.0
3.85917869666144	9.999992190163951	-0.000011806703496443305	1496.0432352825444	0.0	0.0	0.0	0.0
3.8597519421790794	9.999990028559457	-0.000014969956876722537	1495.8207214815077	0.0	0.0	0.0	0.0
3.8601303629065207	9.999988435722594	-0.00001725210367671082	1495.6738432407637	0.0	0.0	0.0	0.0
3.860211186670225	9.999988124747576	-0.00001764771011434263	1495.6424808178535	0.0	0.0	0.0	0.0
3.860431567625862	9.999987154809705	-0.000018980811072310643	1495.5569538295154	0.0	0.0	0.0	0.0
3.862476933278327	9.99997480212839	-0.00003622975799769534	1494.763138695391	0.0	0.0	0.0	0.0
3.864265140549928	9.999959135768592	-0.0000574160900092231	1494.0690892022265	0.0	0.0	0.0	0.0
3.8651071552158496	9.999949926559054	-0.00006963505783942736	1493.7422302299774	0.0	0.0	0.0	0.0
3.8644149144594033	9.99995759807788	-0.000059460231057993705	1494.0109535452943	0.0	0.0	0.0	0.0
3.863440100300952	9.999967027267502	-0.00004678747198092026	1494.3893279762935	0.0	0.0	0.0	0.0
3.8624862660637582	9.999974802099702	-0.000036173716369720665	1494.7595269543133	0.0	0.0	0.0	0.0
3.8610395517538305	9.999984119148637	-0.000023205877830413613	1495.3209998759653	0.0	0.0	0.0	0.0
3.8587707593144507	9.999993619351322	-9.582821799373419e-6	1496.2016061972786	0.0	0.0	0.0	0.0
3.8558505626875106	9.999895678939046	-0.0001830576423971504	1497.3200774450588	0.0	0.0	0.0	0.0
3.856066535195617	9.999883751083674	-0.00020336513097973173	1497.2344289643504	0.0	0.0	0.0	0.0
3.856263532672155	9.999998599774447	-2.1575283356316533e-6	1497.175137166673	0.0	0.0	0.0	0.0
3.8563024135993307	9.999998555996903	-2.2243754090425226e-6	1497.1600354378938	0.0	0.0	0.0	0.0
3.8565236673944807	9.999998289532002	-2.630371684436028e-6	1497.074101520891	0.0	0.0	0.0	0.0
3.8571574148129693	9.999997355783906	-4.042750379905869e-6	1496.8279860927607	0.0	0.0	0.0	0.0
3.8580739308111833	9.99999549641332	-6.818305533764501e-6	1496.4721245083651	0.0	0.0	0.0	0.0
3.859461678232777	9.99999131096215	-0.00001294288302396396	1495.9334116067994	0.0	0.0	0.0	0.0
3.860412336360264	9.999987279984133	-0.000018769450549953604	1495.5644229019565	0.0	0.0	0.0	0.0
3.8601014520485446	9.999988655418672	-0.000016847015754361652	1495.6850781849403	0.0	0.0	0.0	0.0
3.859065450591308	9.999992606504925	-0.000011161337310371167	1496.087199652201	0.0	0.0	0.0	0.0
3.8589634466033345	9.999992908657614	-0.00001075418334584377	1496.1267909338308	0.0	0.0	0.0	0.0
3.859516394287917	9.999990951127444	-0.000013631477920785783	1495.9121500505896	0.0	0.0	0.0	0.0
3.8598823714699577	9.99998950715732	-0.00001570870431810789	1495.770098214382	0.0	0.0	0.0	0.0
3.859961585392883	9.999989221712145	-0.000016071766295024047	1495.7393594057714	0.0	0.0	0.0	0.0
3.8601755256986934	9.999988339033296	-0.000017288093844662457	1495.656329874586	0.0	0.0	0.0	0.0
3.8621509167913333	9.9999771525949	-0.00003298418096580847	1494.8896677829734	0.0	0.0	0.0	0.0
3.8638771764543964	9.99996297968959	-0.00005226067182668359	1494.2196800319068	0.0	0.0	0.0	0.0
3.864689545793514	9.999954655368192	-0.00006337648847281585	1493.9043470016204	0.0	0.0	0.0	0.0
3.8640217097520404	9.999961588324865	-0.00005412146782587612	1494.163581027024	0.0	0.0	0.0	0.0
3.8630814405710034	9.999970113574834	-0.000042593789447394666	1494.5285326907253	0.0	0.0	0.0	0.0
3.862160951128581	9.999977147139735	-0.00003293809207096388	1494.885783084743	0.0	0.0	0.0	0.0
3.8607645688040115	9.99998558221759	-0.000021139013206735058	1495.4277229032955	0.0	0.0	0.0	0.0
3.8585733338307624	9.999994195434297	-8.737775746102017e-6	1496.2782461620357	0.0	0.0	0.0	0.0
