i0	p0	q0	v0	i1	p1	q1	v1
2.2080680639860972	80.19556846658043	9.653945589976852	21116.36123780247	0.0	0.0	0.0	0.0
2.365733490122897	85.9453051603786	9.400487271303273	21112.69677230267	0.0	0.0	0.0	0.0
2.468861251448985	89.6993885492589	9.685677065245702	21109.672128166778	0.0	0.0	0.0	0.0
2.489127358108221	90.57603249005427	9.677152236191699	21109.2532504866	0.0	0.0	0.0	0.0
2.649002060033646	96.23596416901111	11.879512120079546	21102.884046154282	0.0	0.0	0.0	0.0
3.089280724619861	112.03365582094196	12.802340921170682	21088.616028332977	0.0	0.0	0.0	0.0
3.7016578053370224	134.67486387394828	13.941591897773659	21070.86842269333	0.0	0.0	0.0	0.0
4.651213719288762	168.4678126755474	18.679255583147075	21034.779698436814	0.0	0.0	0.0	0.0
5.3020131444375975	191.87326249272792	21.40662225504503	21015.620713729855	0.0	0.0	0.0	0.0
5.115952856781667	185.20382412497122	20.647850031880665	21022.253708819513	0.0	0.0	0.0	0.0
4.4564629074533775	161.0712552925858	18.752779421311267	21045.440899179448	0.0	0.0	0.0	0.0
4.396732087784951	159.21434867896966	18.582516499184955	21046.78366515233	0.0	0.0	0.0	0.0
4.771444001185103	172.91437117264854	18.82534998412742	21030.956208158794	0.0	0.0	0.0	0.0
5.014651385253515	181.55805880462674	20.829126383551756	21025.3328328876	0.0	0.0	0.0	0.0
5.040916870521454	182.48338981762305	20.817703679650048	21024.003566532698	0.0	0.0	0.0	0.0
5.158062240716136	186.8232700831548	20.78069569151842	21020.90367334012	0.0	0.0	0.0	0.0
6.4605596171234465	233.28171717484886	25.96100073103458	20970.03130507666	0.0	0.0	0.0	0.0
7.591435837263532	273.58244893000153	30.335467986491008	20927.116416589884	0.0	0.0	0.0	0.0
8.12850454017037	292.57938889616656	31.904573873730072	20904.327213333087	0.0	0.0	0.0	0.0
7.683505377287927	276.8052999828812	30.440804053265772	20925.00991916014	0.0	0.0	0.0	0.0
7.063476494992568	254.73223810962747	28.33090424677799	20949.848582981598	0.0	0.0	0.0	0.0
6.444663793112097	232.75319301648977	25.971045189748068	20970.433872048885	0.0	0.0	0.0	0.0
5.518551144846014	199.60027944196713	22.915806180056116	21006.81455878335	0.0	0.0	0.0	0.0
5.115952856781667	185.20382412497122	20.647850031880665	21022.253708819513	0.0	0.0	0.0	0.0
