0.010000000000000;0.023
0.020000000000000;0.023
0.030000000000000;0.023
0.040000000000000;0.023
0.050000000000000;0.023
0.060000000000000;0.023
0.070000000000000;0.023
0.080000000000000;0.023
0.090000000000000;0.023
0.100000000000000;0.023
0.110000000000000;0.023
0.120000000000000;0.023
0.130000000000000;0.023
0.140000000000000;0.023
0.150000000000000;0.023
0.160000000000000;0.023
0.170000000000000;0.023
0.180000000000000;0.023
0.190000000000000;0.023
0.200000000000000;0.023
0.210000000000000;0.023
0.220000000000000;0.023
0.230000000000000;0.023
0.240000000000000;0.023
0.250000000000000;0.023
0.260000000000000;0.023
0.270000000000000;0.023
0.280000000000000;0.023
0.290000000000000;0.023
0.300000000000000;0.023
0.310000000000000;0.023
0.320000000000000;0.023
0.330000000000000;0.023
0.340000000000000;0.023
0.353125000000000;0.023
0.364166666666667;0.049
0.375729166666667;0.075
0.387291666666667;0.100
0.398854166666667;0.126
0.410416666666667;0.152
0.421979166666667;0.177
0.433541666666667;0.203
0.445104166666667;0.229
0.456666666666667;0.254
0.468229166666667;0.280
0.479791666666667;0.306
0.491354166666667;0.331
0.502916666666667;0.357
0.514479166666667;0.383
0.526041666666667;0.408
0.537604166666667;0.434
0.549166666666667;0.459
0.564954682779456;0.485
0.627249357326478;0.511
0.640000000000000;0.536
0.653005464480874;0.562
0.660000000000000;0.566
0.670000000000000;0.570
0.680000000000000;0.575
0.690000000000000;0.579
0.700000000000000;0.583
0.710000000000000;0.587
0.720000000000000;0.591
0.730000000000000;0.595
0.739999999999999;0.599
0.749999999999999;0.603
0.762626262626263;0.608
0.770000000000000;0.634
0.780000000000000;0.660
0.790000000000000;0.687
0.800000000000000;0.713
0.810000000000000;0.740
0.820000000000000;0.766
0.830000000000000;0.792
0.840000000000000;0.819
0.850000000000000;0.845
0.860000000000000;0.872
0.870000000000000;0.898
0.880000000000000;0.924
0.890000000000000;0.951
0.900000000000000;0.977
0.910000000000000;1.003
0.920000000000000;1.030
0.930000000000000;1.056
0.940000000000000;1.083
0.950000000000000;1.109
0.960000000000000;1.135
0.970000000000000;1.162
0.980000000000000;1.188
0.990000000000000;1.215
1.000000000000000;1.241
